category,main_category,state,backers,country,usd_pledged_real,usd_goal_real,project_time
Technology,Technology,failed,80,US,2949,200000,20
Hardware,Technology,failed,77,US,8354,60000,35
Radio & Podcasts,Publishing,canceled,1,US,100,1200,29
3D Printing,Technology,failed,12,US,652,1900,29
Rock,Music,failed,0,US,0,1500,29
Video Games,Games,failed,2,BE,87.97,2172.19,29
Hardware,Technology,failed,9,GB,165.94,53225.63,33
Tabletop Games,Games,successful,393,US,19647,8000,23
Crafts,Crafts,failed,3,US,100,3000,29
Rock,Music,failed,4,US,100,3000,44
Fashion,Fashion,failed,5,US,145,6000,27
Theater,Theater,failed,11,US,301,2000,29
Art,Art,failed,2,NL,39.83,2276.19,16
Crafts,Crafts,successful,172,US,6419,1000,13
Narrative Film,Film & Video,successful,94,US,10065,8000,52
Art,Art,canceled,3,AU,45.71,10548.52,29
Documentary,Film & Video,failed,0,US,0,10000,36
Nature,Photography,failed,1,IT,1.11,5000.83,29
Playing Cards,Games,failed,13,ES,427.83,2632.79,18
Games,Games,failed,8,GB,48.07,124.33,29
Nonfiction,Publishing,canceled,1,US,100,12000,59
Drinks,Food,successful,25,US,10142,10000,29
Nonfiction,Publishing,failed,1,US,50,19900,29
Technology,Technology,failed,14,US,5828,25000,44
World Music,Music,failed,3,US,12,5000,59
Indie Rock,Music,canceled,0,US,0,3000,59
Animation,Film & Video,successful,7,US,119,100,35
Documentary,Film & Video,canceled,5,US,120,100000,59
Children's Books,Publishing,successful,91,US,10121,9500,31
Graphic Novels,Comics,successful,1325,US,184827,70000,21
Sculpture,Art,failed,1,GB,1.49,7437.71,29
Animation,Film & Video,failed,3,GB,30.44,38967.36,50
Indie Rock,Music,failed,5,US,270,5000,29
Documentary,Film & Video,failed,1,US,20,3000,41
Animals,Photography,failed,4,US,37,150000,29
Publishing,Publishing,successful,243,ES,7098.55,5577.99,42
Hip-Hop,Music,failed,1,US,10,2000,30
Comic Books,Comics,failed,12,US,257,2000,59
Film & Video,Film & Video,failed,2,US,105,150000,18
Tabletop Games,Games,canceled,6,AU,466.23,86003.98,34
Product Design,Design,failed,16,AT,5192.25,44539.96,28
Video Games,Games,canceled,90,US,14111,50000,29
Pop,Music,canceled,0,US,0,6000,39
Tabletop Games,Games,failed,16,US,1156,24000,6
Indie Rock,Music,successful,82,US,4565,4500,29
Country & Folk,Music,successful,77,US,10391,10000,29
Crochet,Crafts,failed,0,US,0,600,29
Metal,Music,failed,49,US,1937,3500,29
Electronic Music,Music,failed,15,DE,500.08,1880.92,16
Comic Books,Comics,canceled,15,US,536,6000,29
Sculpture,Art,successful,27,US,1369,600,8
Community Gardens,Food,failed,1,US,13,50000,29
Tabletop Games,Games,canceled,40,US,2877,15000,30
Video Games,Games,failed,24,US,607,35500,31
Documentary,Film & Video,successful,31,US,3826,3000,26
Children's Books,Publishing,canceled,1,US,18,15000,29
Crafts,Crafts,failed,14,US,978,1200,29
Product Design,Design,successful,797,US,94776.08,10000,29
Technology,Technology,failed,8,US,2323,50000,29
Children's Books,Publishing,failed,64,US,2940,11000,29
Indie Rock,Music,successful,45,US,2551,2500,29
Couture,Fashion,failed,0,DK,0,6388.04,29
Tabletop Games,Games,canceled,81,GB,7089.81,37471.68,34
Nature,Photography,failed,1,CA,394.63,2762.43,29
Documentary,Film & Video,failed,0,US,0,25000,29
Fashion,Fashion,failed,0,US,0,1500,29
Periodicals,Publishing,failed,14,US,848,1500,44
Film & Video,Film & Video,failed,43,MX,9117.53,11114.2,29
Rock,Music,successful,31,US,7635,7500,29
Publishing,Publishing,successful,87,US,3104,1500,29
Flight,Technology,failed,2,US,103,68000,44
Music,Music,successful,16,US,2510,2510,53
Comic Books,Comics,successful,77,US,1916,1700,17
Farms,Food,failed,8,US,391,1500,29
World Music,Music,canceled,29,US,1050,6500,29
Video Games,Games,canceled,36,US,1151,20000,39
Documentary,Film & Video,successful,89,US,8000,7500,29
Mobile Games,Games,canceled,6,US,53,1000,29
Video Games,Games,failed,1,US,2,400,29
Fashion,Fashion,failed,1,GB,33.68,505.22,29
Shorts,Film & Video,successful,38,US,5765,5000,29
Webseries,Film & Video,successful,355,CA,12119.63,7891.41,29
Product Design,Design,failed,15,GB,742.74,2234.78,29
Food,Food,failed,1,US,10,2000,29
Anthologies,Publishing,live,6,US,64,9999,50
Children's Books,Publishing,canceled,1,CA,5.32,7597.63,29
Video Games,Games,failed,15,US,361,17500,29
Fashion,Fashion,failed,7,US,1183,5000,45
Tabletop Games,Games,successful,75,CA,2637.52,78.36,29
Periodicals,Publishing,failed,26,US,854.3,9900,29
Product Design,Design,successful,110,US,25510,23000,29
Apparel,Fashion,failed,0,US,0,5000,29
Tabletop Games,Games,failed,30,US,1177,30000,29
Pop,Music,failed,11,US,645,4000,29
Technology,Technology,failed,11,US,322,530000,44
Animation,Film & Video,failed,0,US,0,390000,29
Rock,Music,failed,6,US,167,7000,89
Plays,Theater,successful,64,GB,3970.28,3893.96,29
Classical Music,Music,canceled,9,US,455,800,29
Radio & Podcasts,Publishing,successful,76,US,2512,1845,30
Movie Theaters,Film & Video,successful,2324,US,158692.13,150000,30
Rock,Music,successful,8,US,528,500,29
Pop,Music,failed,2,US,37,5000,29
Blues,Music,failed,8,US,205,1700,29
Theater,Theater,successful,516,US,70800.33,60000,29
Film & Video,Film & Video,failed,6,US,62.66,100000,59
Animation,Film & Video,failed,80,US,5358.3,20000,34
Plays,Theater,successful,76,GB,3843.32,3608.08,27
Video Games,Games,failed,22,US,242,1300,29
Music,Music,undefined,0,undefined,2741,1575,29
Drinks,Food,live,150,US,10819,10000,29
Food,Food,failed,21,US,882.33,10000,29
Tabletop Games,Games,successful,309,US,29196,750,30
Farms,Food,canceled,5,US,49,50000,29
Shorts,Film & Video,failed,5,US,90,2000,29
Product Design,Design,successful,46,US,6547,5000,29
Theater,Theater,successful,64,US,6110,5000,60
Illustration,Art,successful,52,US,1461,1000,29
Comedy,Film & Video,successful,198,US,8612.49,6500,29
Film & Video,Film & Video,failed,5,US,135,800,29
Documentary,Film & Video,successful,386,US,42008.99,40000,29
Games,Games,failed,5,US,31,1000,29
Music,Music,undefined,0,undefined,5000,5000,6
Apparel,Fashion,failed,3,US,348,10000,29
Restaurants,Food,canceled,9,US,546,20000,19
Theater,Theater,successful,96,US,10901,10000,29
Documentary,Film & Video,successful,43,US,2773,2390,34
DIY,Crafts,failed,0,US,0,100,29
Country & Folk,Music,successful,48,US,2845,2750,4
Music,Music,successful,76,GB,1448.46,770.46,29
Comics,Comics,failed,9,US,204,25400,29
Tabletop Games,Games,successful,1357,CA,61451.95,11468.77,30
Tabletop Games,Games,successful,114,US,8903,5000,26
Graphic Design,Design,failed,3,US,7,1500,20
Children's Books,Publishing,successful,23,US,1600,1600,29
Documentary,Film & Video,canceled,4,US,610,40000,29
Product Design,Design,failed,1,US,10,1500,28
Music,Music,undefined,0,undefined,75,3800,46
Nonfiction,Publishing,successful,52,US,1305,500,14
Restaurants,Food,failed,0,US,0,89360,28
Product Design,Design,failed,146,US,19016,50000,44
Photo,Journalism,failed,3,US,3,10000,30
Product Design,Design,failed,15,US,420,38500,39
Product Design,Design,successful,106,US,15050,15000,29
Product Design,Design,successful,558,US,31904.01,27000,28
Fashion,Fashion,successful,119,US,16413,15000,29
Art,Art,successful,29,US,4027,4000,44
Hardware,Technology,failed,1,FR,1.09,49140.05,29
Hip-Hop,Music,failed,0,US,0,5000,31
Hardware,Technology,failed,14,US,591,6388,29
Indie Rock,Music,successful,51,US,1657,1000,32
Playing Cards,Games,successful,133,US,10492,10000,14
Fiction,Publishing,failed,0,US,0,1,40
Documentary,Film & Video,successful,130,US,11102,10000,29
Webseries,Film & Video,failed,0,US,0,75000,29
Fiction,Publishing,failed,4,US,135,2000,14
Nonfiction,Publishing,successful,145,US,5092,5000,29
Art Books,Publishing,successful,69,US,3822.5,3500,29
Webseries,Film & Video,failed,1,US,100,17500,29
Thrillers,Film & Video,failed,4,US,215,500,29
Tabletop Games,Games,failed,363,GB,11477.72,13282.86,29
Crafts,Crafts,canceled,0,US,0,2000,20
Mobile Games,Games,failed,13,US,173,2000,29
Nature,Photography,failed,4,US,66,20238,44
R&B,Music,canceled,7,US,220,20000,59
Software,Technology,canceled,1,US,100,10000,29
Pop,Music,failed,0,US,0,5000,29
Film & Video,Film & Video,failed,154,US,9162,25000,38
Product Design,Design,failed,40,US,1911,6000,44
Comic Books,Comics,successful,38,US,1446.66,550,34
Comic Books,Comics,failed,294,US,16257,30000,29
Tabletop Games,Games,failed,170,US,5420.52,17000,30
Apparel,Fashion,failed,15,US,805,2000,59
Performance Art,Art,successful,55,US,5449,3000,27
DIY Electronics,Technology,successful,47,US,2542,1000,29
Games,Games,successful,45,US,5371,5000,59
Fiction,Publishing,successful,37,US,1539,1400,29
Music,Music,undefined,0,undefined,0,6000,14
Technology,Technology,canceled,0,US,0,20000,29
Public Art,Art,failed,30,US,1761,10000,29
Product Design,Design,successful,5085,US,408052,25000,30
Shorts,Film & Video,successful,15,US,519,500,13
Film & Video,Film & Video,failed,20,US,1565,12000,29
Food,Food,successful,153,US,10400,8000,9
Art,Art,successful,27,US,585,500,29
Theater,Theater,failed,6,US,400,68000,39
Film & Video,Film & Video,failed,12,CA,266.67,21276.6,31
Electronic Music,Music,failed,9,US,341,3000,29
Design,Design,successful,141,DE,28214.24,10904.06,59
DIY,Crafts,failed,2,US,30,5000,19
Narrative Film,Film & Video,successful,88,US,17045,15000,34
Product Design,Design,successful,283,US,32072,25000,29
Poetry,Publishing,failed,1,US,50,10000,29
Puzzles,Games,successful,144,US,16800,15000,35
Accessories,Fashion,canceled,8,US,203,300,20
Painting,Art,failed,4,US,118,200,19
Fine Art,Photography,failed,1,US,10,830,9
Product Design,Design,failed,5,US,465,5000,29
Shorts,Film & Video,successful,28,GB,899.76,782.4,29
Fashion,Fashion,failed,9,US,226,5000,59
Games,Games,failed,1,US,75,11000,15
Hardware,Technology,failed,5,US,478,50000,13
People,Photography,successful,235,GB,29507.37,25935.48,24
Apparel,Fashion,canceled,36,US,2093,25000,34
Gadgets,Technology,failed,7,US,91,22500,44
Hip-Hop,Music,failed,1,US,6,2500,14
3D Printing,Technology,successful,266,US,254412,30000,33
Nonfiction,Publishing,successful,28,DK,3410.47,3297.31,29
Tabletop Games,Games,successful,891,US,32404,13500,29
Comedy,Film & Video,failed,36,US,678,2000,24
Performances,Dance,successful,140,US,6311,3500,30
Art,Art,failed,2,US,51,3000,29
Children's Books,Publishing,successful,119,US,4778,4500,29
Hip-Hop,Music,failed,0,US,0,5000,24
Tabletop Games,Games,successful,22,GB,1809.5,1536.07,29
Tabletop Games,Games,failed,68,NZ,2333.2,12406.95,31
Performance Art,Art,failed,1,US,20,2000,22
Dance,Dance,failed,3,US,36,2500,15
Farmer's Markets,Food,failed,1,AU,0.94,8428.54,29
Gadgets,Technology,successful,25,US,637,500,29
Web,Technology,failed,1,US,1,22000,36
Metal,Music,successful,74,CA,1724.89,1660,29
Children's Books,Publishing,failed,4,US,105,3000,59
Painting,Art,failed,0,DE,0,5480.04,29
Art,Art,successful,58,US,3132,3000,59
Children's Books,Publishing,successful,141,US,11342,7000,29
Sculpture,Art,successful,46,US,3030,3000,59
Product Design,Design,successful,152,US,18040,5000,59
Painting,Art,failed,6,GB,317.97,4745.86,29
Children's Books,Publishing,failed,6,US,65,2000,29
Apparel,Fashion,failed,0,US,0,100000,59
Classical Music,Music,failed,5,US,180,5000,49
Comics,Comics,successful,65,US,801,100,29
Fiction,Publishing,failed,18,US,952.99,8000,29
Product Design,Design,failed,46,GB,1860.47,3301.64,59
Knitting,Crafts,successful,167,GB,7084.91,3762.96,31
Photography,Photography,successful,61,US,3884.11,2800,29
Fashion,Fashion,live,4,NL,97.1,8495.87,29
Art,Art,successful,27,US,1915,1050,9
Music,Music,successful,192,US,7282.59,6500,29
Children's Books,Publishing,failed,1,US,1,200,29
Art,Art,failed,5,GB,164.07,2660.56,59
Journalism,Journalism,successful,22,US,950,700,59
Tabletop Games,Games,successful,40,US,173,25,8
Photography,Photography,canceled,0,US,0,1200,30
Restaurants,Food,canceled,0,GB,0,108078.06,59
Indie Rock,Music,successful,16,US,500.5,500,29
Fiction,Publishing,successful,159,US,12806,12000,34
Hip-Hop,Music,failed,1,US,2,15000,29
Comics,Comics,failed,6,US,171,1000,29
Action,Film & Video,successful,190,US,43208,40000,29
Art Books,Publishing,failed,272,US,19836,42000,44
Theater,Theater,successful,25,US,925.2,800,26
Tabletop Games,Games,successful,119,US,2887,2500,29
Food,Food,failed,0,IT,0,162539.96,59
Children's Books,Publishing,failed,235,US,18769,150000,29
Children's Books,Publishing,failed,0,CA,0,800.06,29
Graphic Design,Design,canceled,2,US,26,5000,24
Shorts,Film & Video,canceled,15,US,257,2000,27
Romance,Film & Video,successful,6,CA,479.88,479.88,19
Anthologies,Publishing,successful,34,US,1269,1000,29
Product Design,Design,failed,32,US,1634,10000,34
Indie Rock,Music,successful,24,US,1838,1500,24
Tabletop Games,Games,successful,8,US,103,77,6
Periodicals,Publishing,canceled,17,US,2735.02,5750,29
Comic Books,Comics,failed,52,US,2024,4000,20
Country & Folk,Music,successful,56,US,2300,1500,29
Video Games,Games,failed,1,US,50,2000,29
Mixed Media,Art,failed,4,US,148,1200,29
Spaces,Theater,successful,37,US,19176,19000,42
Theater,Theater,successful,19,US,600,600,29
Theater,Theater,successful,29,US,4000,4000,17
Narrative Film,Film & Video,failed,4,US,110,1000,29
Horror,Film & Video,failed,1,US,5,5000,59
Accessories,Fashion,successful,108,US,5511,4700,23
Animation,Film & Video,successful,72,US,2210.37,2000,29
Publishing,Publishing,failed,2,US,510,20000,29
Cookbooks,Food,failed,4,US,79,27000,29
Plays,Theater,successful,68,US,5673,5000,16
Comics,Comics,failed,51,US,826,4000,34
Comics,Comics,successful,23,US,1548,1500,35
Tabletop Games,Games,successful,151,US,5388.53,4400,33
Pop,Music,canceled,0,US,0,2000,29
Video Games,Games,failed,7,US,402,10000,20
Graphic Novels,Comics,successful,276,US,6357.33,4400,30
Shorts,Film & Video,successful,177,US,31239,30000,62
Fiction,Publishing,failed,2,US,45,6500,29
Hardware,Technology,failed,2,AU,9.96,76950.93,44
Tabletop Games,Games,successful,145,US,1281,1,12
Technology,Technology,failed,56,US,1280,17600,39
Art,Art,failed,1,US,1,500,29
Science Fiction,Film & Video,failed,6,US,50,205000,59
Nonfiction,Publishing,successful,149,US,7219,4900,29
Graphic Novels,Comics,failed,38,US,2287,20000,34
Plays,Theater,failed,4,US,110,5000,23
Product Design,Design,failed,9,US,1179,60000,29
Animals,Photography,successful,173,GB,42396.15,24873.56,31
Webseries,Film & Video,successful,35,MX,1725.38,1691,29
Shorts,Film & Video,successful,20,US,1580,1500,26
Music,Music,failed,7,US,290,3995,34
Food,Food,successful,86,US,3342,3000,44
Wearables,Technology,failed,2,US,51,185000,29
World Music,Music,failed,18,US,627,2000,29
Nonfiction,Publishing,failed,0,US,0,17500,25
Public Art,Art,successful,202,US,26370,25000,27
Experimental,Theater,successful,61,US,4018,4000,30
Civic Design,Design,successful,96,US,11015,10000,30
Fiction,Publishing,failed,51,US,2314,10000,29
Nonfiction,Publishing,failed,15,SE,582.03,4346.2,34
Nonfiction,Publishing,failed,0,AU,0,82031.25,29
Painting,Art,failed,2,SE,1.2,2399.32,32
Product Design,Design,successful,125,GB,3344.16,1888.87,29
Illustration,Art,successful,81,US,5834,5000,30
Product Design,Design,failed,17,CA,915.34,12231.19,29
Shorts,Film & Video,successful,25,US,4052.47,4000,29
Fashion,Fashion,successful,35,US,5115,5000,90
Comics,Comics,successful,121,US,4110,3500,42
Faith,Music,failed,7,US,360,5000,29
Publishing,Publishing,canceled,4,GB,122.91,9152.72,29
Narrative Film,Film & Video,canceled,1,US,100,5000,39
Drinks,Food,failed,0,US,0,30000,35
Children's Books,Publishing,successful,88,US,7670,7650,25
Classical Music,Music,canceled,1,US,24,1032,34
Tabletop Games,Games,failed,6,US,102,15000,59
Music,Music,failed,1,GB,1.46,49689.44,29
Sculpture,Art,successful,28,US,940.3,800,26
Video Games,Games,failed,0,US,0,500,29
DIY Electronics,Technology,failed,3,IT,34.98,2186.01,34
Children's Books,Publishing,failed,1,US,50,6000,29
Shorts,Film & Video,canceled,0,US,0,6500,29
Technology,Technology,failed,9,GB,438.37,1992.59,35
Publishing,Publishing,canceled,0,US,0,12000,29
Video Games,Games,failed,1,US,25,120000,34
Children's Books,Publishing,canceled,19,US,401,5000,21
Restaurants,Food,failed,25,US,3550,21400,39
Mixed Media,Art,canceled,1,US,100,2500,40
Technology,Technology,failed,24,US,1243,5000,59
Graphic Design,Design,failed,37,US,2381,6000,12
Periodicals,Publishing,successful,106,US,6556,6000,29
Anthologies,Comics,canceled,44,US,1272,4000,29
Narrative Film,Film & Video,failed,14,GB,584.14,995.69,48
Theater,Theater,failed,11,US,487.55,2000,29
Drama,Film & Video,successful,17,CA,1596.62,1495.66,29
Comics,Comics,failed,7,US,291,7500,29
Apps,Technology,failed,4,US,4,30000,29
Classical Music,Music,failed,12,GB,698.65,1552.55,59
Film & Video,Film & Video,failed,6,US,115,3500,29
Product Design,Design,canceled,4,US,400,20000,57
Video Art,Art,failed,1,DE,11.02,2754.24,29
Electronic Music,Music,failed,1,US,10,5000,29
Product Design,Design,canceled,0,US,0,250000,34
Public Art,Art,failed,3,US,31,35000,29
Fashion,Fashion,failed,4,US,220,5000,39
Food Trucks,Food,failed,2,GB,39.75,12823.14,29
Food,Food,failed,0,CA,0,3179.22,33
Documentary,Film & Video,canceled,1,US,50,19000,29
Product Design,Design,failed,1,US,5,500,29
Documentary,Film & Video,successful,286,US,81279,70000,29
Food,Food,failed,5,US,250,12528,44
Product Design,Design,failed,3,US,51,15000,18
Documentary,Film & Video,successful,33,US,4649,4500,15
Interactive Design,Design,failed,4,US,475,25000,29
Animation,Film & Video,canceled,4,US,176,2000,29
People,Photography,failed,0,GB,0,4567.88,29
Workshops,Dance,successful,14,US,300,250,13
Design,Design,failed,5,US,69,5500,44
Tabletop Games,Games,successful,982,US,71873,500,20
Public Art,Art,successful,44,US,1521,1200,29
Farms,Food,failed,1,US,1,200,29
Software,Technology,failed,3,US,40,15000,59
Product Design,Design,failed,11,US,770,5000,29
Comic Books,Comics,successful,44,US,2286,2000,29
Fiction,Publishing,failed,1,US,25,1000,29
Webseries,Film & Video,canceled,0,US,0,5000,29
Indie Rock,Music,successful,160,US,10578,10000,29
Fashion,Fashion,failed,2,US,2,25000,13
Nonfiction,Publishing,failed,0,US,0,5000,29
Video Games,Games,failed,70,US,6617,10000,29
Webseries,Film & Video,failed,0,US,0,5000,9
Country & Folk,Music,successful,70,US,3382,3000,29
Nonfiction,Publishing,failed,10,US,320,6000,29
Mixed Media,Art,failed,2,US,20,450,29
Space Exploration,Technology,successful,4,US,260,199,23
Film & Video,Film & Video,successful,5,US,601,500,9
Product Design,Design,canceled,2,US,46,10000,29
Product Design,Design,successful,464,GB,177037.83,134156.16,29
Fiction,Publishing,failed,11,US,1131,5000,29
Crafts,Crafts,successful,5,US,325,250,29
Theater,Theater,successful,81,US,5085,5000,31
Art Books,Publishing,failed,3,US,144,11000,33
Video Games,Games,failed,54,AU,1931.75,3026.43,29
Graphic Novels,Comics,failed,34,US,4210,12000,29
Games,Games,suspended,0,US,0,5000,29
Shorts,Film & Video,successful,7,US,531,500,6
Music,Music,successful,1,US,1100,1000,28
Music,Music,failed,2,US,150,5000,15
Product Design,Design,successful,5645,US,919925.81,100000,34
Anthologies,Publishing,successful,594,AU,18547.08,15210.28,29
Tabletop Games,Games,failed,11,US,679,5000,29
